outcome_id,study_id,population_id,contrast_id,condition_id,timing_level,modifier,analyte,domain,metric,auc_definition,window_min,timepoint_min,result_form,n,value,dispersion_type,dispersion_value,ci_low,ci_high,p_value,units_original,direction,comparator,data_status,source_provenance,notes
O0106,Lopez_Minguez_2018,Lopez_Minguez_2018_all,Lopez_CC,Lopez_late,later,CC,glucose,glucose_auc,glucose AUC,reported AUC,120,,condition_summary,20,277.3,SD,30.5,,,,mmol/L×h (as printed),,,reported_table,Lopez_Minguez_2018; PDF p6; Results/Table,
O0107,Lopez_Minguez_2018,Lopez_Minguez_2018_all,Lopez_CC,,,CC,glucose,glucose_auc,mean difference,reported AUC,120,,within_person_contrast,20,9.100000000000023,,,,,0.122,mmol/L×h (as printed),late minus early,,reported_text,Lopez_Minguez_2018; PDF p6; Results,No paired precision derived for subgroup.
O0264,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glucose_auc,CGM iAUC,incremental above baseline,270,,condition_summary,26,432.6,SEM,29.7,,,,mmol/L×min,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0265,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,peak_glucose,CGM incremental peak,,270,,condition_summary,26,3.9,SEM,0.2,,,,mmol/L,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0266,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,CGM LAGE,,270,,condition_summary,26,4.2,SEM,0.3,,,,mmol/L,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0267,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,CGM SD,,270,,condition_summary,26,1.3,SEM,0.1,,,,mmol/L,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0268,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,CGM CV,,270,,condition_summary,26,21.1,SEM,1.1,,,,%,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0269,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,CGM CONGA-1,,270,,condition_summary,26,2,SEM,0.1,,,,mmol/L,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0270,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,CGM J-index,,270,,condition_summary,26,17.1,SEM,0.8,,,,index,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0271,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,24-h mean glucose,,1440,,condition_summary,26,5,SEM,0.1,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0272,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,24-h total AUC,,1440,,condition_summary,26,120.8,SEM,1.5,,,,mmol/L×h,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0273,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,24-h peak glucose,,1440,,condition_summary,26,8.4,SEM,0.2,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0274,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,24-h LAGE,,1440,,condition_summary,26,4.7,SEM,0.3,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0275,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,24-h SD,,1440,,condition_summary,26,1,SEM,0,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0276,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,GC >2.5,,1440,,condition_summary,26,6.1,SEM,0.8,,,,%,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0277,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,GC >5.0,,1440,,condition_summary,26,0.2,SEM,0.1,,,,%,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0278,Lu_2022,Lu_2022_all,Lu_lunch,Lu_12S,earlier,no preload,glucose,glycemic_variability,Lunch-dinner peak difference,,1440,,condition_summary,26,1.4,SEM,0.2,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0279,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glucose_auc,CGM iAUC,incremental above baseline,270,,condition_summary,26,482.1,SEM,34.6,,,,mmol/L×min,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0280,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,peak_glucose,CGM incremental peak,,270,,condition_summary,26,4.7,SEM,0.3,,,,mmol/L,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0281,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,CGM LAGE,,270,,condition_summary,26,5,SEM,0.2,,,,mmol/L,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0282,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,CGM SD,,270,,condition_summary,26,1.6,SEM,0.1,,,,mmol/L,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0283,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,CGM CV,,270,,condition_summary,26,24.6,SEM,1.1,,,,%,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0284,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,CGM CONGA-1,,270,,condition_summary,26,2.5,SEM,0.1,,,,mmol/L,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0285,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,CGM J-index,,270,,condition_summary,26,20.5,SEM,1.2,,,,index,,,reported_table,"Lu 2022; p7, Table 3","Reported CGM 0-270 min extends 30 min beyond scheduled 18:00 dinner in 14S; retain as descriptive context, not clean lunch-only AUC. Paired covariance unavailable."
O0286,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,24-h mean glucose,,1440,,condition_summary,26,5,SEM,0.1,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0287,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,24-h total AUC,,1440,,condition_summary,26,119.5,SEM,1.7,,,,mmol/L×h,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0288,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,24-h peak glucose,,1440,,condition_summary,26,9.4,SEM,0.3,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0289,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,24-h LAGE,,1440,,condition_summary,26,5.7,SEM,0.3,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0290,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,24-h SD,,1440,,condition_summary,26,1.1,SEM,0.1,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0291,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,GC >2.5,,1440,,condition_summary,26,5.9,SEM,0.7,,,,%,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0292,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,GC >5.0,,1440,,condition_summary,26,1.3,SEM,0.4,,,,%,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0293,Lu_2022,Lu_2022_all,Lu_lunch,Lu_14S,later,no preload,glucose,glycemic_variability,Lunch-dinner peak difference,,1440,,condition_summary,26,3.3,SEM,0.2,,,,mmol/L,,,reported_table,"Lu 2022; p10, Table 4",Whole-day context; not an acute isolated lunch response.
O0294,Lu_2022,Lu_2022_all,Lu_lunch,,,no preload,glucose,glucose_auc,Capillary glucose iAUC,,,,narrative_contrast,20,,,,,,<0.05,mmol/L×min,larger response later,12S,narrative_only,"Lu 2022; pp7-8, Results 3.3 and Figure 3","Figure 3 AUC/peak labels say 0-120 min, but Methods and time-course axes show -30 to +90 min relative to lunch. Numeric bar heights not digitized; no paired precision derived from omnibus/multiple-comparison significance."
O0295,Lu_2022,Lu_2022_all,Lu_lunch,,,no preload,glucose,peak_glucose,Capillary incremental glucose peak,,,,narrative_contrast,20,,,,,,<0.05,mmol/L,larger response later,12S,narrative_only,"Lu 2022; pp7-8, Results 3.3 and Figure 3","Figure 3 AUC/peak labels say 0-120 min, but Methods and time-course axes show -30 to +90 min relative to lunch. Numeric bar heights not digitized; no paired precision derived from omnibus/multiple-comparison significance."
O0296,Lu_2022,Lu_2022_all,Lu_lunch,,,no preload,insulin,insulin_auc,Insulin percent-change iAUC,,,,narrative_contrast,20,,,,,,<0.05,percent of baseline; time integration ambiguous,larger response later,12S,narrative_only,"Lu 2022; pp7-8, Results 3.3 and Figure 3","Figure 3 AUC/peak labels say 0-120 min, but Methods and time-course axes show -30 to +90 min relative to lunch. Numeric bar heights not digitized; no paired precision derived from omnibus/multiple-comparison significance."
O0297,Lu_2022,Lu_2022_all,Lu_lunch,,,no preload,insulin,peak_insulin,Insulin percent-change peak,,,,narrative_contrast,20,,,,,,<0.05,percent of baseline; time integration ambiguous,larger response later,12S,narrative_only,"Lu 2022; pp7-8, Results 3.3 and Figure 3","Figure 3 AUC/peak labels say 0-120 min, but Methods and time-course axes show -30 to +90 min relative to lunch. Numeric bar heights not digitized; no paired precision derived from omnibus/multiple-comparison significance."
O0298,Lu_2022,Lu_2022_all,Lu_lunch,,,no preload,insulin,timed_insulin,Insulin peak time,,,,narrative_contrast,20,,,,,,,,later peak after delayed lunch,12S,narrative_only,"Lu 2022; pp8-9, Figures 4-5",Figure 4b; n=20; P<0.05.
O0299,Lu_2022,Lu_2022_all,Lu_lunch,,,no preload,glucose,glucose_auc,Next-dinner CGM iAUC,,,,narrative_contrast,26,,,,,,,,no significant difference,12S,narrative_only,"Lu 2022; pp8-9, Figures 4-5",Figure 5 and Results 3.4; n=26. Next meal at fixed 18:00; not a randomized dinner-delay contrast.
O0300,Lu_2022,Lu_2022_all,Lu_lunch,,,no preload,glucose,peak_glucose,Next-dinner CGM peak,,,,narrative_contrast,26,,,,,,,,smaller response after delayed lunch,12S,narrative_only,"Lu 2022; pp8-9, Figures 4-5",Figure 5; n=26; P<0.05.
O0108,Nakamura_2021,Nakamura_2021_all,Nakamura_breakfast_day_2,Nakamura_early,earlier,breakfast day 2,glucose,cgm_postprandial,3-h glucose iAUC,incremental,180,,condition_summary,12,3700,SD,1500,,,,mg/3hour/dL (as figure),,,graph_digitized,Nakamura_2021; PDF p7; Figure 3B,Approximate graph digitization; p=NS.
O0109,Nakamura_2021,Nakamura_2021_all,Nakamura_breakfast_day_2,Nakamura_late,later,breakfast day 2,glucose,cgm_postprandial,3-h glucose iAUC,incremental,180,,condition_summary,12,4350,SD,3200,,,,mg/3hour/dL (as figure),,,graph_digitized,Nakamura_2021; PDF p7; Figure 3B,Approximate graph digitization; p=NS.
O0110,Nakamura_2021,Nakamura_2021_all,Nakamura_lunch_day_2,Nakamura_early,earlier,lunch day 2,glucose,cgm_postprandial,3-h glucose iAUC,incremental,180,,condition_summary,12,1850,SD,2200,,,,mg/3hour/dL (as figure),,,graph_digitized,Nakamura_2021; PDF p7; Figure 3B,Approximate graph digitization; p=NS.
O0111,Nakamura_2021,Nakamura_2021_all,Nakamura_lunch_day_2,Nakamura_late,later,lunch day 2,glucose,cgm_postprandial,3-h glucose iAUC,incremental,180,,condition_summary,12,1650,SD,1800,,,,mg/3hour/dL (as figure),,,graph_digitized,Nakamura_2021; PDF p7; Figure 3B,Approximate graph digitization; p=NS.
O0112,Nakamura_2021,Nakamura_2021_all,Nakamura_dinner_day_2,Nakamura_early,earlier,dinner day 2,glucose,cgm_postprandial,3-h glucose iAUC,incremental,180,,condition_summary,12,3800,SD,2600,,,,mg/3hour/dL (as figure),,,graph_digitized,Nakamura_2021; PDF p7; Figure 3B,Approximate graph digitization; p=<0.001.
O0113,Nakamura_2021,Nakamura_2021_all,Nakamura_dinner_day_2,Nakamura_late,later,dinner day 2,glucose,cgm_postprandial,3-h glucose iAUC,incremental,180,,condition_summary,12,5900,SD,3400,,,,mg/3hour/dL (as figure),,,graph_digitized,Nakamura_2021; PDF p7; Figure 3B,Approximate graph digitization; p=<0.001.
O0114,Nakamura_2021,Nakamura_2021_all,Nakamura_breakfast_day_3,Nakamura_early,earlier,breakfast day 3,glucose,cgm_postprandial,3-h glucose iAUC,incremental,180,,condition_summary,12,3600,SD,1150,,,,mg/3hour/dL (as figure),,,graph_digitized,Nakamura_2021; PDF p7; Figure 3B,Approximate graph digitization; p=NS.
O0115,Nakamura_2021,Nakamura_2021_all,Nakamura_breakfast_day_3,Nakamura_late,later,breakfast day 3,glucose,cgm_postprandial,3-h glucose iAUC,incremental,180,,condition_summary,12,3900,SD,2100,,,,mg/3hour/dL (as figure),,,graph_digitized,Nakamura_2021; PDF p7; Figure 3B,Approximate graph digitization; p=NS.
O0116,Nakamura_2021,Nakamura_2021_all,Nakamura_mean_day,Nakamura_early,earlier,day,glucose,cgm_postprandial,mean CGM glucose,,,,condition_summary,12,100.5,SD,5.3,,,,mg/dL,,,graph_digitized,Nakamura_2021; PDF p7; Figure 3A,Approximate graph digitization; p=NS.
O0117,Nakamura_2021,Nakamura_2021_all,Nakamura_mean_day,Nakamura_late,later,day,glucose,cgm_postprandial,mean CGM glucose,,,,condition_summary,12,104,SD,8.2,,,,mg/dL,,,graph_digitized,Nakamura_2021; PDF p7; Figure 3A,Approximate graph digitization; p=NS.
O0118,Nakamura_2021,Nakamura_2021_all,Nakamura_mean_night,Nakamura_early,earlier,night,glucose,cgm_postprandial,mean CGM glucose,,,,condition_summary,12,92.8,SD,7,,,,mg/dL,,,graph_digitized,Nakamura_2021; PDF p7; Figure 3A,Approximate graph digitization; p=0.010.
O0119,Nakamura_2021,Nakamura_2021_all,Nakamura_mean_night,Nakamura_late,later,night,glucose,cgm_postprandial,mean CGM glucose,,,,condition_summary,12,99.7,SD,7.3,,,,mg/dL,,,graph_digitized,Nakamura_2021; PDF p7; Figure 3A,Approximate graph digitization; p=0.010.
O0120,Nakamura_2021,Nakamura_2021_all,Nakamura_mean_24-hour,Nakamura_early,earlier,24-hour,glucose,cgm_postprandial,mean CGM glucose,,,,condition_summary,12,96.8,SD,5.3,,,,mg/dL,,,graph_digitized,Nakamura_2021; PDF p7; Figure 3A,Approximate graph digitization; p=0.034.
O0121,Nakamura_2021,Nakamura_2021_all,Nakamura_mean_24-hour,Nakamura_late,later,24-hour,glucose,cgm_postprandial,mean CGM glucose,,,,condition_summary,12,101.8,SD,7.7,,,,mg/dL,,,graph_digitized,Nakamura_2021; PDF p7; Figure 3A,Approximate graph digitization; p=0.034.
O0122,Nakamura_2021,Nakamura_2021_all,Nakamura_MAGE,,,,glucose,glycemic_variability,MAGE change day 1 to day 3,,,,narrative_only,12,,,,,,0.027,not numerically reported,early versus late,,narrative_only,Nakamura_2021; PDF p6; Results,
O0123,Pizinger_2018,Pizinger_2018_all,Pizinger_normal_sleep,Piz_NsNm,earlier,normal sleep,glucose,glucose_auc,MTT total glucose AUC,total,180,,condition_summary,6,20560,SD,1650,,,,mg/dL×180 min,,,reported_table,Pizinger_2018; PDF pp4–5; Results,
O0124,Pizinger_2018,Pizinger_2018_all,Pizinger_normal_sleep,Piz_NsNm,earlier,normal sleep,insulin,insulin_auc,MTT total insulin AUC,total,180,,condition_summary,6,8404,SD,4489,,,,µU/mL or µU/dL ×180 min (report inconsistent),,,reported_table,Pizinger_2018; PDF pp4–5; Results,Concentration denominator differs across page break; flagged.
O0125,Pizinger_2018,Pizinger_2018_all,Pizinger_late_sleep,Piz_LsNm,earlier,late sleep,glucose,glucose_auc,MTT total glucose AUC,total,180,,condition_summary,6,21395,SD,1824,,,,mg/dL×180 min,,,reported_table,Pizinger_2018; PDF pp4–5; Results,
O0126,Pizinger_2018,Pizinger_2018_all,Pizinger_late_sleep,Piz_LsNm,earlier,late sleep,insulin,insulin_auc,MTT total insulin AUC,total,180,,condition_summary,6,9816,SD,2966,,,,µU/mL or µU/dL ×180 min (report inconsistent),,,reported_table,Pizinger_2018; PDF pp4–5; Results,Concentration denominator differs across page break; flagged.
O0127,Pizinger_2018,Pizinger_2018_all,Pizinger_normal_sleep,Piz_NsLm,later,normal sleep,glucose,glucose_auc,MTT total glucose AUC,total,180,,condition_summary,6,22095,SD,3207,,,,mg/dL×180 min,,,reported_table,Pizinger_2018; PDF pp4–5; Results,
O0128,Pizinger_2018,Pizinger_2018_all,Pizinger_normal_sleep,Piz_NsLm,later,normal sleep,insulin,insulin_auc,MTT total insulin AUC,total,180,,condition_summary,6,12534,SD,6407,,,,µU/mL or µU/dL ×180 min (report inconsistent),,,reported_table,Pizinger_2018; PDF pp4–5; Results,Concentration denominator differs across page break; flagged.
O0129,Pizinger_2018,Pizinger_2018_all,Pizinger_late_sleep,Piz_LsLm,later,late sleep,glucose,glucose_auc,MTT total glucose AUC,total,180,,condition_summary,5,22009,SD,1754,,,,mg/dL×180 min,,,reported_table,Pizinger_2018; PDF pp4–5; Results,
O0130,Pizinger_2018,Pizinger_2018_all,Pizinger_late_sleep,Piz_LsLm,later,late sleep,insulin,insulin_auc,MTT total insulin AUC,total,180,,condition_summary,5,13953,SD,7040,,,,µU/mL or µU/dL ×180 min (report inconsistent),,,reported_table,Pizinger_2018; PDF pp4–5; Results,Concentration denominator differs across page break; flagged.
O0143,Sato_2011,Sato_2011_all,Sato_dinner,Sato_normal,earlier,,glucose,cgm_postprandial,dinner glucose AUC,total,300,,condition_summary,10,25950,SEM,825,,,,mg/dL×min,,,reported_table,Sato_2011; PDF p5; Results/Figure,
O0144,Sato_2011,Sato_2011_all,Sato_dinner,Sato_normal,earlier,,glucose,peak_glucose,peak glucose,,,,condition_summary,10,119,SEM,6,,,,mg/dL,,,reported_table,Sato_2011; PDF p5; Results,
O0145,Sato_2011,Sato_2011_all,Sato_dinner,Sato_normal,earlier,,glucose,peak_glucose,time to peak,,,,condition_summary,10,52,SEM,4,,,,min,,,reported_table,Sato_2011; PDF p5; Results,
O0146,Sato_2011,Sato_2011_all,Sato_dinner,Sato_normal,earlier,,glucose,cgm_postprandial,24-h mean glucose,,,,condition_summary,10,81,SEM,2,,,,mg/dL,,,reported_table,Sato_2011; PDF p5; Results,
O0147,Sato_2011,Sato_2011_all,Sato_dinner,Sato_late,later,,glucose,cgm_postprandial,dinner glucose AUC,total,300,,condition_summary,10,27945,SEM,1418,,,,mg/dL×min,,,reported_table,Sato_2011; PDF p5; Results/Figure,
O0148,Sato_2011,Sato_2011_all,Sato_dinner,Sato_late,later,,glucose,peak_glucose,peak glucose,,,,condition_summary,10,127,SEM,8,,,,mg/dL,,,reported_table,Sato_2011; PDF p5; Results,
O0149,Sato_2011,Sato_2011_all,Sato_dinner,Sato_late,later,,glucose,peak_glucose,time to peak,,,,condition_summary,10,63,SEM,4,,,,min,,,reported_table,Sato_2011; PDF p5; Results,
O0150,Sato_2011,Sato_2011_all,Sato_dinner,Sato_late,later,,glucose,cgm_postprandial,24-h mean glucose,,,,condition_summary,10,85,SEM,3,,,,mg/dL,,,reported_table,Sato_2011; PDF p5; Results,
O0151,Sato_2011,Sato_2011_all,Sato_next_breakfast,Sato_normal,earlier,next breakfast,glucose,cgm_postprandial,next-breakfast glucose AUC,total,300,,condition_summary,10,24528,SEM,844,,,,mg/dL×min,,,reported_table,Sato_2011; PDF p5; Results,
O0152,Sato_2011,Sato_2011_all,Sato_next_breakfast,Sato_late,later,next breakfast,glucose,cgm_postprandial,next-breakfast glucose AUC,total,300,,condition_summary,10,26291,SEM,991,,,,mg/dL×min,,,reported_table,Sato_2011; PDF p5; Results,
O0153,Service_1983,Service_1983_all,Service_medium,Service_medium_08,earlier,medium meal,glucose,glucose_auc,integrated glucose response,reported integrated response,300,,condition_summary,6,122.2,SEM,38.9,,,,mmol·L⁻¹·300 min⁻¹ (as printed),,,reported_table,Service_1983; PDF p3; Results/Table,Printed unit is malformed/ambiguous; flagged.
O0154,Service_1983,Service_1983_all,Service_medium,Service_medium_08,earlier,medium meal,glucose,peak_glucose,peak glucose,,,,condition_summary,6,7.8,SEM,0.2,,,,mmol/L,,,reported_table,Service_1983; PDF p3; Results/Table,
O0155,Service_1983,Service_1983_all,Service_medium,Service_medium_13,later,medium meal,glucose,glucose_auc,integrated glucose response,reported integrated response,300,,condition_summary,6,150,SEM,33.3,,,,mmol·L⁻¹·300 min⁻¹ (as printed),,,reported_table,Service_1983; PDF p3; Results/Table,Printed unit is malformed/ambiguous; flagged.
O0156,Service_1983,Service_1983_all,Service_medium,Service_medium_13,later,medium meal,glucose,peak_glucose,peak glucose,,,,condition_summary,6,8.3,SEM,0.6,,,,mmol/L,,,reported_table,Service_1983; PDF p3; Results/Table,
O0157,Service_1983,Service_1983_all,Service_medium,Service_medium_18,later,medium meal,glucose,glucose_auc,integrated glucose response,reported integrated response,300,,condition_summary,6,338.9,SEM,61.1,,,,mmol·L⁻¹·300 min⁻¹ (as printed),,,reported_table,Service_1983; PDF p3; Results/Table,Printed unit is malformed/ambiguous; flagged.
O0158,Service_1983,Service_1983_all,Service_medium,Service_medium_18,later,medium meal,glucose,peak_glucose,peak glucose,,,,condition_summary,6,8.8,SEM,0.7,,,,mmol/L,,,reported_table,Service_1983; PDF p3; Results/Table,
O0159,Service_1983,Service_1983_all,Service_large,Service_large_08,earlier,large meal,glucose,glucose_auc,integrated glucose response,reported integrated response,300,,condition_summary,6,166.7,SEM,38.9,,,,mmol·L⁻¹·300 min⁻¹ (as printed),,,reported_table,Service_1983; PDF p3; Results/Table,Printed unit is malformed/ambiguous; flagged.
O0160,Service_1983,Service_1983_all,Service_large,Service_large_08,earlier,large meal,glucose,peak_glucose,peak glucose,,,,condition_summary,6,7.8,SEM,0.4,,,,mmol/L,,,reported_table,Service_1983; PDF p3; Results/Table,
